,Unnamed: 0,Unnamed: 0.1,category,filename,label,shard_iid,shard_non_iid,shape
3223,3223,3712,Shepherds Purse,train_256x256x3/Shepherds Purse/5f125eee7.png,9,3,0,"(198, 198, 3)"
3224,3224,3750,Shepherds Purse,train_256x256x3/Shepherds Purse/8159eeb82.png,9,4,0,"(171, 171, 3)"
3225,3225,3735,Shepherds Purse,train_256x256x3/Shepherds Purse/72b292a3b.png,9,8,0,"(101, 101, 3)"
3226,3226,3701,Shepherds Purse,train_256x256x3/Shepherds Purse/52e1bd10e.png,9,6,0,"(174, 174, 3)"
3227,3227,3788,Shepherds Purse,train_256x256x3/Shepherds Purse/aad81b27b.png,9,3,0,"(597, 597, 3)"
3228,3228,3856,Shepherds Purse,train_256x256x3/Shepherds Purse/f4dc7d0ad.png,9,1,0,"(149, 149, 3)"
3229,3229,3766,Shepherds Purse,train_256x256x3/Shepherds Purse/917af97ab.png,9,5,0,"(596, 596, 3)"
3230,3230,3654,Shepherds Purse,train_256x256x3/Shepherds Purse/143203030.png,9,3,0,"(233, 233, 3)"
3231,3231,3867,Shepherds Purse,train_256x256x3/Shepherds Purse/ff46c64b4.png,9,9,0,"(328, 328, 3)"
3232,3232,3667,Shepherds Purse,train_256x256x3/Shepherds Purse/20533da92.png,9,8,0,"(199, 199, 3)"
3233,3233,3738,Shepherds Purse,train_256x256x3/Shepherds Purse/74bb3f0c1.png,9,3,0,"(404, 404, 3)"
3234,3234,3765,Shepherds Purse,train_256x256x3/Shepherds Purse/9123349c5.png,9,2,0,"(107, 107, 3)"
3235,3235,3682,Shepherds Purse,train_256x256x3/Shepherds Purse/3d32f86f4.png,9,6,0,"(197, 197, 3)"
3236,3236,3815,Shepherds Purse,train_256x256x3/Shepherds Purse/cc25cd1ad.png,9,4,0,"(125, 125, 3)"
3237,3237,3819,Shepherds Purse,train_256x256x3/Shepherds Purse/cf5ec9251.png,9,0,0,"(118, 118, 3)"
3238,3238,3744,Shepherds Purse,train_256x256x3/Shepherds Purse/7a1c3e5b8.png,9,3,0,"(143, 143, 3)"
3239,3239,3684,Shepherds Purse,train_256x256x3/Shepherds Purse/3e34f0e4d.png,9,0,0,"(1134, 1134, 3)"
3240,3240,3699,Shepherds Purse,train_256x256x3/Shepherds Purse/500bd1f17.png,9,2,0,"(732, 732, 3)"
3241,3241,3858,Shepherds Purse,train_256x256x3/Shepherds Purse/f90b0ca05.png,9,3,0,"(367, 367, 3)"
3242,3242,3756,Shepherds Purse,train_256x256x3/Shepherds Purse/87d1a75df.png,9,1,0,"(311, 311, 3)"
3243,3243,3709,Shepherds Purse,train_256x256x3/Shepherds Purse/589fb760c.png,9,1,0,"(925, 925, 3)"
3244,3244,3807,Shepherds Purse,train_256x256x3/Shepherds Purse/be99eac09.png,9,5,0,"(129, 129, 3)"
3245,3245,3808,Shepherds Purse,train_256x256x3/Shepherds Purse/bea1ec909.png,9,0,0,"(105, 105, 3)"
3246,3246,3742,Shepherds Purse,train_256x256x3/Shepherds Purse/75d522cd3.png,9,3,0,"(226, 226, 3)"
3247,3247,3844,Shepherds Purse,train_256x256x3/Shepherds Purse/eae41be4f.png,9,0,0,"(603, 603, 3)"
3248,3248,3677,Shepherds Purse,train_256x256x3/Shepherds Purse/33010c8cb.png,9,0,0,"(473, 473, 3)"
3249,3249,3747,Shepherds Purse,train_256x256x3/Shepherds Purse/7fe0c99d5.png,9,8,0,"(268, 268, 3)"
3250,3250,3646,Shepherds Purse,train_256x256x3/Shepherds Purse/0ad0ef03e.png,9,4,0,"(101, 101, 3)"
3251,3251,3647,Shepherds Purse,train_256x256x3/Shepherds Purse/0b1df6f5a.png,9,7,0,"(139, 139, 3)"
3252,3252,3748,Shepherds Purse,train_256x256x3/Shepherds Purse/8056c3590.png,9,3,0,"(126, 126, 3)"
3253,3253,3787,Shepherds Purse,train_256x256x3/Shepherds Purse/a73168ffd.png,9,7,0,"(104, 104, 3)"
3254,3254,3846,Shepherds Purse,train_256x256x3/Shepherds Purse/ecca0b65c.png,9,5,0,"(76, 76, 3)"
3255,3255,3656,Shepherds Purse,train_256x256x3/Shepherds Purse/150ab985f.png,9,9,0,"(151, 151, 3)"
3256,3256,3823,Shepherds Purse,train_256x256x3/Shepherds Purse/d33d10a18.png,9,9,0,"(152, 152, 3)"
3257,3257,3809,Shepherds Purse,train_256x256x3/Shepherds Purse/bfedca16c.png,9,3,0,"(430, 430, 3)"
3258,3258,3825,Shepherds Purse,train_256x256x3/Shepherds Purse/d62879538.png,9,9,0,"(662, 662, 3)"
3259,3259,3672,Shepherds Purse,train_256x256x3/Shepherds Purse/2926b17c0.png,9,0,0,"(110, 110, 3)"
3260,3260,3697,Shepherds Purse,train_256x256x3/Shepherds Purse/4f1efce37.png,9,8,0,"(349, 349, 3)"
3261,3261,3829,Shepherds Purse,train_256x256x3/Shepherds Purse/dca1ac479.png,9,0,0,"(114, 114, 3)"
3262,3262,3703,Shepherds Purse,train_256x256x3/Shepherds Purse/53a5c74cd.png,9,2,0,"(169, 169, 3)"
3263,3263,3762,Shepherds Purse,train_256x256x3/Shepherds Purse/8e3462539.png,9,2,0,"(377, 377, 3)"
3264,3264,3679,Shepherds Purse,train_256x256x3/Shepherds Purse/354c39125.png,9,7,0,"(131, 131, 3)"
3265,3265,3763,Shepherds Purse,train_256x256x3/Shepherds Purse/8f72e841a.png,9,0,0,"(458, 458, 3)"
3266,3266,3683,Shepherds Purse,train_256x256x3/Shepherds Purse/3e0ccc451.png,9,4,0,"(104, 104, 3)"
3267,3267,3854,Shepherds Purse,train_256x256x3/Shepherds Purse/f38565506.png,9,1,0,"(119, 119, 3)"
3268,3268,3810,Shepherds Purse,train_256x256x3/Shepherds Purse/c16206dca.png,9,3,0,"(85, 85, 3)"
3269,3269,3805,Shepherds Purse,train_256x256x3/Shepherds Purse/bcaf2f2dc.png,9,8,0,"(88, 88, 3)"
3270,3270,3673,Shepherds Purse,train_256x256x3/Shepherds Purse/2a3704b9a.png,9,1,0,"(85, 85, 3)"
3271,3271,3662,Shepherds Purse,train_256x256x3/Shepherds Purse/1b547ac21.png,9,1,0,"(169, 169, 3)"
3272,3272,4062,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/64787c7cb.png,10,8,0,"(224, 224, 3)"
3273,3273,4360,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/fbecbb3b7.png,10,8,0,"(303, 303, 3)"
3274,3274,4075,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/691b35920.png,10,2,0,"(113, 113, 3)"
3275,3275,4012,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/47aa8024a.png,10,3,0,"(395, 395, 3)"
3276,3276,4069,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/66a4be0df.png,10,5,0,"(357, 357, 3)"
3277,3277,4208,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/a666b103c.png,10,4,0,"(376, 376, 3)"
3278,3278,4055,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/611b0a0ef.png,10,6,0,"(265, 265, 3)"
3279,3279,4019,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/4a786b0d4.png,10,7,0,"(137, 137, 3)"
3280,3280,4159,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/8f463eb5c.png,10,1,0,"(94, 94, 3)"
3281,3281,4289,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/d3e90a2e9.png,10,1,0,"(211, 211, 3)"
3282,3282,4260,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/c423a70c3.png,10,8,0,"(274, 274, 3)"
3283,3283,4227,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b14b1357f.png,10,0,0,"(552, 552, 3)"
3284,3284,4224,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/afee78134.png,10,7,0,"(400, 400, 3)"
3285,3285,4364,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/ff07b2015.png,10,5,0,"(387, 387, 3)"
3286,3286,3973,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/34cdf6c71.png,10,1,0,"(282, 282, 3)"
3287,3287,4150,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/89825ecdc.png,10,8,0,"(164, 164, 3)"
3288,3288,4233,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b4b94663f.png,10,4,0,"(273, 273, 3)"
3289,3289,4096,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/741dc05da.png,10,1,0,"(344, 344, 3)"
3290,3290,4346,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/f467bd532.png,10,3,0,"(219, 219, 3)"
3291,3291,4044,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5a4584b98.png,10,5,0,"(143, 143, 3)"
3292,3292,4137,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/85f33fcee.png,10,0,0,"(465, 465, 3)"
3293,3293,4147,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/87e65b6d9.png,10,9,0,"(584, 584, 3)"
3294,3294,4275,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/cbd4362a2.png,10,3,0,"(141, 141, 3)"
3295,3295,4077,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6b666de44.png,10,5,0,"(536, 536, 3)"
3296,3296,4271,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/cae73f57f.png,10,6,0,"(450, 450, 3)"
3297,3297,4051,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5e977067e.png,10,4,0,"(246, 246, 3)"
3298,3298,4354,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/fad7f81b7.png,10,9,0,"(677, 677, 3)"
3299,3299,4361,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/fc0a3eeb0.png,10,9,0,"(124, 124, 3)"
3300,3300,3954,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/2db36f1a0.png,10,1,0,"(694, 694, 3)"
3301,3301,4133,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/84cf76362.png,10,1,0,"(162, 162, 3)"
3302,3302,4115,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/7adff29ac.png,10,0,0,"(767, 767, 3)"
3303,3303,4341,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/f253f407d.png,10,7,0,"(811, 811, 3)"
3304,3304,4156,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/8e1a744c8.png,10,9,0,"(148, 148, 3)"
3305,3305,4082,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6c7938a6c.png,10,6,0,"(314, 314, 3)"
3306,3306,4216,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/acbd8f766.png,10,8,0,"(222, 222, 3)"
3307,3307,4175,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/96bdc048d.png,10,6,0,"(169, 169, 3)"
3308,3308,4120,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/7e8c89d30.png,10,5,0,"(257, 257, 3)"
3309,3309,4057,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/62e0225ab.png,10,3,0,"(165, 165, 3)"
3310,3310,4205,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/a40e87bcf.png,10,9,0,"(729, 729, 3)"
3311,3311,3948,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/2acee6217.png,10,0,0,"(120, 120, 3)"
3312,3312,4003,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/460ac5645.png,10,3,0,"(318, 318, 3)"
3313,3313,4081,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6c713c23b.png,10,6,0,"(224, 224, 3)"
3314,3314,4140,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/8692526d1.png,10,6,0,"(116, 116, 3)"
3315,3315,3882,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/06a64ac47.png,10,2,0,"(626, 626, 3)"
3316,3316,4338,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/f012e8350.png,10,6,0,"(453, 453, 3)"
3317,3317,4049,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5dbc8a7d9.png,10,8,0,"(220, 220, 3)"
3318,3318,4202,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/a2ce7fbfe.png,10,2,0,"(647, 647, 3)"
3319,3319,3883,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/071907a13.png,10,6,0,"(436, 436, 3)"
3320,3320,4319,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/e5c038840.png,10,6,0,"(799, 799, 3)"
3321,3321,4153,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/8d4967856.png,10,6,0,"(431, 431, 3)"
3322,3322,4325,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/e909c5348.png,10,2,0,"(292, 292, 3)"
3323,3323,4177,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/982e2f7be.png,10,4,0,"(310, 310, 3)"
3324,3324,4291,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/d492da1ba.png,10,6,0,"(634, 634, 3)"
3325,3325,4266,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/c77195c15.png,10,9,0,"(416, 416, 3)"
3326,3326,4253,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/c203f8b60.png,10,6,0,"(406, 406, 3)"
3327,3327,4358,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/fb73e5716.png,10,3,0,"(151, 151, 3)"
3328,3328,3934,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/26c48a815.png,10,0,0,"(131, 131, 3)"
3329,3329,4239,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b7a85bf77.png,10,2,0,"(157, 157, 3)"
3330,3330,3936,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/276bb8993.png,10,0,0,"(80, 80, 3)"
3331,3331,4130,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/845a0ec2c.png,10,8,0,"(444, 444, 3)"
3332,3332,3943,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/29acf70e6.png,10,6,0,"(210, 210, 3)"
3333,3333,4249,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/bd1e9e013.png,10,9,0,"(201, 201, 3)"
3334,3334,4013,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/47c9b5639.png,10,4,0,"(201, 201, 3)"
3335,3335,4211,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/a95fe2665.png,10,2,0,"(424, 424, 3)"
3336,3336,3877,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/028329f45.png,10,4,0,"(218, 218, 3)"
3337,3337,4143,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/87429079a.png,10,3,0,"(623, 623, 3)"
3338,3338,4246,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/ba08ca84c.png,10,2,0,"(1006, 1006, 3)"
3339,3339,4157,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/8e9cdb545.png,10,4,0,"(199, 199, 3)"
3340,3340,4009,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/46c4aeda2.png,10,3,0,"(730, 730, 3)"
3341,3341,4298,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/d8e9efd02.png,10,5,0,"(142, 142, 3)"
3342,3342,4201,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/a1f60fe38.png,10,5,0,"(741, 741, 3)"
3343,3343,4351,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/f6fa5e429.png,10,7,0,"(307, 307, 3)"
3344,3344,4181,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/9ab1673ae.png,10,6,0,"(143, 143, 3)"
3345,3345,4342,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/f263c0f9f.png,10,6,0,"(312, 312, 3)"
3346,3346,4031,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5178de55d.png,10,0,0,"(213, 213, 3)"
3347,3347,3988,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/3cdca6a6c.png,10,7,0,"(781, 781, 3)"
3348,3348,4086,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6e37cdeef.png,10,4,0,"(276, 276, 3)"
3349,3349,4244,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b9a3e820f.png,10,1,0,"(182, 182, 3)"
3350,3350,3932,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/24df8bcfe.png,10,1,0,"(367, 367, 3)"
3351,3351,4225,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b0de6838e.png,10,6,0,"(111, 111, 3)"
3352,3352,3900,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/1188ef167.png,10,8,0,"(153, 153, 3)"
3353,3353,4059,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/63e8b0fad.png,10,3,0,"(179, 179, 3)"
3354,3354,3959,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/2f83f3ebd.png,10,5,0,"(825, 825, 3)"
3355,3355,4296,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/d7314844c.png,10,1,0,"(614, 614, 3)"
3356,3356,4142,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/86a747d04.png,10,0,0,"(319, 319, 3)"
3357,3357,4099,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/75107b8b4.png,10,5,0,"(631, 631, 3)"
3358,3358,4045,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5b0a87abf.png,10,5,0,"(467, 467, 3)"
3359,3359,3908,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/167cf0978.png,10,0,0,"(237, 237, 3)"
3360,3360,4283,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/d0300ef58.png,10,0,0,"(109, 109, 3)"
3361,3361,4161,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/90246ebf3.png,10,7,0,"(365, 365, 3)"
3362,3362,4212,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/aa080431d.png,10,0,0,"(150, 150, 3)"
3363,3363,4067,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/665a286fb.png,10,6,0,"(314, 314, 3)"
3364,3364,4093,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/726ae59a2.png,10,9,0,"(189, 189, 3)"
3365,3365,4149,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/88e24e307.png,10,2,0,"(489, 489, 3)"
3366,3366,4117,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/7c3ca61ff.png,10,1,0,"(463, 463, 3)"
3367,3367,4362,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/fe623537a.png,10,5,0,"(401, 401, 3)"
3368,3368,3896,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/0f2dbf503.png,10,3,0,"(254, 254, 3)"
3369,3369,4185,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/9dd370e79.png,10,5,0,"(191, 191, 3)"
3370,3370,4363,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/feea57708.png,10,3,0,"(143, 143, 3)"
3371,3371,4306,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/dc7dd83eb.png,10,9,0,"(231, 231, 3)"
3372,3372,4152,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/8d3505642.png,10,7,0,"(296, 296, 3)"
3373,3373,3945,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/29ed37400.png,10,9,0,"(262, 262, 3)"
3374,3374,3887,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/09be59300.png,10,4,0,"(167, 167, 3)"
3375,3375,4300,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/d9ff280f1.png,10,7,0,"(493, 493, 3)"
3376,3376,4071,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6751cef57.png,10,9,0,"(293, 293, 3)"
3377,3377,4103,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/762fc13b0.png,10,3,0,"(312, 312, 3)"
3378,3378,4124,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/81550ffb9.png,10,3,0,"(498, 498, 3)"
3379,3379,3905,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/143596072.png,10,5,0,"(725, 725, 3)"
3380,3380,4074,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/68ac98ab6.png,10,5,0,"(193, 193, 3)"
3381,3381,4228,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b168dd77c.png,10,4,0,"(225, 225, 3)"
3382,3382,4070,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6749e8eec.png,10,0,0,"(412, 412, 3)"
3383,3383,4279,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/cd4bcc457.png,10,5,0,"(711, 711, 3)"
3384,3384,4039,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/55c8528fe.png,10,3,0,"(162, 162, 3)"
3385,3385,4052,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5fa533084.png,10,1,0,"(862, 862, 3)"
3386,3386,4091,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/7129784a9.png,10,7,0,"(379, 379, 3)"
3387,3387,4146,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/87cafd4dc.png,10,9,0,"(394, 394, 3)"
3388,3388,4038,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/532679a1a.png,10,0,0,"(227, 227, 3)"
3389,3389,4229,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b1878d0bc.png,10,4,0,"(374, 374, 3)"
3390,3390,4314,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/e1be6ab61.png,10,2,0,"(166, 166, 3)"
3391,3391,4027,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/4daedff7d.png,10,2,0,"(163, 163, 3)"
3392,3392,3925,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/1f14ed265.png,10,3,0,"(676, 676, 3)"
3393,3393,4237,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b5454be5c.png,10,8,0,"(119, 119, 3)"
3394,3394,4176,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/97aee87ec.png,10,5,0,"(263, 263, 3)"
3395,3395,4085,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/6d7fa83ff.png,10,4,0,"(435, 435, 3)"
3396,3396,4097,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/749f91a6f.png,10,2,0,"(385, 385, 3)"
3397,3397,4047,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5d1f49b75.png,10,6,0,"(236, 236, 3)"
3398,3398,4263,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/c6ffe3328.png,10,5,0,"(358, 358, 3)"
3399,3399,3981,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/39f6f70e2.png,10,7,0,"(116, 116, 3)"
3400,3400,4090,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/70aa9e547.png,10,2,3,"(539, 539, 3)"
3401,3401,3971,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/344329c57.png,10,7,3,"(323, 323, 3)"
3402,3402,3941,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/28f8c7f43.png,10,9,3,"(435, 435, 3)"
3403,3403,4050,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/5e5e9be4e.png,10,0,3,"(210, 210, 3)"
3404,3404,4165,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/914aa19ae.png,10,9,3,"(328, 328, 3)"
3405,3405,4171,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/931fb856a.png,10,8,3,"(673, 673, 3)"
3406,3406,3950,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/2bf465881.png,10,5,3,"(179, 179, 3)"
3407,3407,4316,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/e4fd7e115.png,10,8,3,"(167, 167, 3)"
3408,3408,4118,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/7d4bd6fe6.png,10,9,3,"(236, 236, 3)"
3409,3409,3994,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/400479897.png,10,6,3,"(213, 213, 3)"
3410,3410,4272,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/cb15fb345.png,10,4,3,"(186, 186, 3)"
3411,3411,4235,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/b53a00a5a.png,10,8,3,"(377, 377, 3)"
3412,3412,3947,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/2ab0c21fb.png,10,0,3,"(202, 202, 3)"
3413,3413,4040,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/55f1cad85.png,10,6,3,"(500, 500, 3)"
3414,3414,4022,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/4b62b3e51.png,10,5,3,"(365, 365, 3)"
3415,3415,4021,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/4aace5bc4.png,10,8,3,"(239, 239, 3)"
3416,3416,4359,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/fb894c60f.png,10,3,3,"(132, 132, 3)"
3417,3417,4024,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/4be536f13.png,10,0,3,"(486, 486, 3)"
3418,3418,3893,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/0dc692377.png,10,9,3,"(389, 389, 3)"
3419,3419,4033,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/51846ad2b.png,10,6,3,"(370, 370, 3)"
3420,3420,3909,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/16ecc632f.png,10,6,3,"(442, 442, 3)"
3421,3421,3991,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/3e2d7bdea.png,10,7,3,"(159, 159, 3)"
3422,3422,4193,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/a06803452.png,10,7,3,"(134, 134, 3)"
3423,3423,3901,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/12ba9357a.png,10,6,3,"(467, 467, 3)"
3424,3424,4095,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/7405aee1b.png,10,2,3,"(417, 417, 3)"
3425,3425,4061,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/643b99d1d.png,10,3,3,"(544, 544, 3)"
3426,3426,4308,Small-flowered Cranesbill,train_256x256x3/Small-flowered Cranesbill/de6fa0b6c.png,10,6,3,"(170, 170, 3)"
